Employee_ID,Age,Years_at_Company,Performance_Score,Leadership_Score,Training_Hours,Projects_Handled,Peer_Review_Score,Current_Position_Level,Promotion_Eligible,Training_Level,Leadership_Level,Projects_per_Years,Project_Level,Tenure_Level,Age_Group,Projects_per_Years_log
EMP0194,41.0,0.0,4.0,66.0,63.0,2.0,68.0,Junior,0,Low,High,2.0,Very High,New,Early Mid,1.0986122886681096
EMP0195,55.0,15.0,3.0,87.0,4.0,10.0,28.0,Lead,0,Very Low,Very High,0.625,Moderate,Mid,Senior,0.48550781578170077
EMP0196,40.0,1.0,1.0,94.0,54.0,1.0,51.0,Lead,0,Low,Very High,0.5,Moderate,New,Early Mid,0.4054651081081644
EMP0197,50.0,20.0,1.0,39.0,1.0,6.0,77.0,Lead,0,Very Low,Medium,0.2857142857142857,Low,Senior,Senior,0.25131442828090605
EMP0198,27.0,7.0,2.0,66.0,64.0,14.0,17.0,Lead,0,Low,High,1.75,Very High,New,Young,1.0116009116784799
EMP0199,31.0,0.0,4.0,52.0,52.0,10.0,41.0,Junior,0,Low,High,10.0,Very High,New,Young,2.3978952727983707
EMP0200,26.0,1.0,2.0,22.0,103.0,6.0,90.0,Mid,1,Moderate,Low,3.0,Very High,New,Young,1.3862943611198906
EMP0201,45.0,15.0,2.0,2.0,12.0,7.0,66.0,Senior,0,Very Low,Low,0.4375,Moderate,Mid,Late Mid,0.3629054936893685
EMP0202,43.0,13.0,2.0,90.0,150.0,10.0,85.0,Mid,0,High,Very High,0.7142857142857143,High,Mid,Late Mid,0.538996500732687
EMP0203,47.0,2.0,3.0,92.0,22.0,5.0,17.0,Mid,0,Very Low,Very High,1.6666666666666667,Very High,New,Late Mid,0.9808292530117262
EMP0204,58.0,25.0,2.0,92.0,68.0,10.0,40.0,Lead,0,Low,Very High,0.38461538461538464,Moderate,Veteran,Senior,0.325422400434628
EMP0205,50.0,25.0,5.0,71.0,169.0,11.0,6.0,Junior,0,Very High,High,0.4230769230769231,Moderate,Veteran,Senior,0.3528213746227424
EMP0206,57.0,23.0,1.0,9.0,103.0,15.0,74.0,Mid,0,Moderate,Low,0.625,Moderate,Veteran,Senior,0.48550781578170077
EMP0207,41.0,28.0,3.0,20.0,181.0,11.0,62.0,Mid,0,Very High,Low,0.3793103448275862,Moderate,Veteran,Early Mid,0.3215836241274623
EMP0208,41.0,11.0,3.0,77.0,130.0,12.0,79.0,Senior,0,High,Very High,1.0,High,Mid,Early Mid,0.6931471805599453
EMP0209,36.0,18.0,4.0,24.0,3.0,9.0,53.0,Mid,0,Very Low,Low,0.47368421052631576,Moderate,Senior,Early Mid,0.38776553100876343
EMP0210,36.0,8.0,4.0,64.0,89.0,7.0,24.0,Senior,1,Moderate,High,0.7777777777777778,High,New,Early Mid,0.5753641449035618
EMP0211,45.0,3.0,3.0,69.0,147.0,7.0,3.0,Junior,1,High,High,1.75,Very High,New,Late Mid,1.0116009116784799
EMP0212,50.0,4.0,5.0,6.0,135.0,18.0,40.0,Junior,1,High,Low,3.6,Very High,New,Senior,1.5260563034950494
EMP0213,38.0,20.0,1.0,79.0,161.0,10.0,33.0,Lead,0,Very High,Very High,0.47619047619047616,Moderate,Senior,Early Mid,0.38946476676172326
EMP0214,46.0,4.0,5.0,49.0,72.0,15.0,75.0,Senior,1,Low,Medium,3.0,Very High,New,Late Mid,1.3862943611198906
EMP0215,37.0,11.0,3.0,89.0,4.0,5.0,83.0,Senior,0,Very Low,Very High,0.4166666666666667,Moderate,Mid,Early Mid,0.3483066942682158
EMP0216,38.0,15.0,3.0,36.0,30.0,9.0,84.0,Senior,1,Very Low,Medium,0.5625,Moderate,Mid,Early Mid,0.44628710262841953
EMP0217,42.0,10.0,1.0,51.0,174.0,2.0,89.0,Mid,1,Very High,Medium,0.18181818181818182,Low,Mid,Late Mid,0.1670540846631662
EMP0218,48.0,27.0,1.0,56.0,119.0,6.0,99.0,Junior,0,High,High,0.21428571428571427,Low,Veteran,Late Mid,0.19415601444095745
EMP0219,26.0,29.0,3.0,21.0,117.0,7.0,8.0,Senior,0,Moderate,Low,0.23333333333333334,Low,Veteran,Young,0.20972053098206908
EMP0220,43.0,26.0,4.0,7.0,43.0,1.0,14.0,Junior,0,Low,Low,0.037037037037037035,Low,Veteran,Late Mid,0.03636764417087485
EMP0221,54.0,21.0,5.0,39.0,35.0,1.0,62.0,Senior,0,Very Low,Medium,0.045454545454545456,Low,Senior,Senior,0.04445176257083384
EMP0222,23.0,21.0,3.0,93.0,196.0,17.0,51.0,Junior,0,Very High,Very High,0.7727272727272727,High,Senior,Young,0.5725191927713306
EMP0223,56.0,2.0,5.0,27.0,74.0,19.0,21.0,Mid,1,Low,Low,6.333333333333333,Very High,New,Senior,1.992430164690206
EMP0224,40.0,20.0,4.0,13.0,150.0,8.0,44.0,Lead,1,High,Low,0.38095238095238093,Moderate,Senior,Early Mid,0.322773392263051
EMP0225,48.0,10.0,2.0,48.0,111.0,9.0,73.0,Lead,0,Moderate,Medium,0.8181818181818182,High,Mid,Late Mid,0.5978370007556205
EMP0226,57.0,15.0,1.0,63.0,182.0,3.0,23.0,Mid,0,Very High,High,0.1875,Low,Mid,Senior,0.17185025692665923
EMP0227,23.0,28.0,3.0,22.0,85.0,9.0,70.0,Senior,0,Low,Low,0.3103448275862069,Low,Veteran,Young,0.27029032973991174
EMP0228,39.0,16.0,3.0,69.0,32.0,10.0,51.0,Senior,0,Very Low,High,0.5882352941176471,Moderate,Senior,Early Mid,0.462623521948113
EMP0229,44.0,9.0,2.0,66.0,186.0,8.0,86.0,Lead,0,Very High,High,0.8,High,Mid,Late Mid,0.5877866649021191
EMP0230,47.0,14.0,3.0,64.0,157.0,12.0,49.0,Mid,0,High,High,0.8,High,Mid,Late Mid,0.5877866649021191
EMP0231,32.0,16.0,3.0,92.0,112.0,18.0,50.0,Lead,0,Moderate,Very High,1.0588235294117647,High,Senior,Young,0.7221347174331976
EMP0232,22.0,11.0,2.0,16.0,164.0,1.0,82.0,Lead,0,Very High,Low,0.08333333333333333,Low,Mid,Young,0.08004270767353643
EMP0233,57.0,28.0,4.0,50.0,73.0,1.0,51.0,Mid,0,Low,Medium,0.034482758620689655,Low,Veteran,Senior,0.033901551675681346
EMP0234,41.0,3.0,1.0,45.0,36.0,13.0,51.0,Lead,0,Very Low,Medium,3.25,Very High,New,Early Mid,1.4469189829363254
EMP0235,52.0,6.0,4.0,37.0,161.0,4.0,15.0,Mid,0,Very High,Medium,0.5714285714285714,Moderate,New,Senior,0.4519851237430572
EMP0236,29.0,23.0,2.0,62.0,189.0,10.0,56.0,Junior,0,Very High,High,0.4166666666666667,Moderate,Veteran,Young,0.3483066942682158
EMP0237,45.0,12.0,5.0,33.0,24.0,6.0,24.0,Mid,0,Very Low,Medium,0.46153846153846156,Moderate,Mid,Late Mid,0.37948962170490375
EMP0238,41.0,23.0,1.0,69.0,149.0,14.0,69.0,Mid,0,High,High,0.5833333333333334,Moderate,Veteran,Early Mid,0.4595323293784402
EMP0239,36.0,13.0,5.0,10.0,181.0,11.0,70.0,Mid,0,Very High,Low,0.7857142857142857,High,Mid,Early Mid,0.5798184952529422
EMP0240,51.0,23.0,3.0,55.0,198.0,10.0,46.0,Mid,1,Very High,High,0.4166666666666667,Moderate,Veteran,Senior,0.3483066942682158
EMP0241,41.0,25.0,1.0,18.0,52.0,11.0,0.0,Lead,1,Low,Low,0.4230769230769231,Moderate,Veteran,Early Mid,0.3528213746227424
EMP0242,59.0,10.0,5.0,66.0,93.0,1.0,48.0,Lead,0,Moderate,High,0.09090909090909091,Low,Mid,Senior,0.08701137698962977
EMP0243,23.0,2.0,5.0,48.0,127.0,18.0,93.0,Junior,0,High,Medium,6.0,Very High,New,Young,1.9459101490553132
EMP0244,27.0,10.0,3.0,50.0,178.0,0.0,30.0,Mid,0,Very High,Medium,0.0,Low,Mid,Young,0.0
EMP0245,39.0,15.0,3.0,12.0,73.0,11.0,5.0,Senior,0,Low,Low,0.6875,High,Mid,Early Mid,0.5232481437645479
EMP0246,57.0,13.0,1.0,66.0,130.0,2.0,93.0,Lead,0,High,High,0.14285714285714285,Low,Mid,Senior,0.13353139262452263
EMP0247,35.0,17.0,4.0,48.0,103.0,7.0,59.0,Mid,0,Moderate,Medium,0.3888888888888889,Moderate,Senior,Early Mid,0.32850406697203605
EMP0248,47.0,5.0,3.0,51.0,163.0,0.0,21.0,Junior,0,Very High,Medium,0.0,Low,New,Late Mid,0.0
EMP0249,55.0,19.0,1.0,8.0,73.0,9.0,19.0,Lead,1,Low,Low,0.45,Moderate,Senior,Senior,0.37156355643248307
EMP0250,51.0,0.0,5.0,79.0,21.0,2.0,61.0,Mid,0,Very Low,Very High,2.0,Very High,New,Senior,1.0986122886681096
EMP0251,28.0,16.0,2.0,58.0,131.0,9.0,0.0,Lead,0,High,High,0.5294117647058824,Moderate,Senior,Young,0.42488319396526597
EMP0252,51.0,16.0,2.0,41.0,168.0,8.0,71.0,Senior,0,Very High,Medium,0.47058823529411764,Moderate,Senior,Senior,0.3856624808119847
EMP0253,39.0,7.0,3.0,93.0,4.0,19.0,76.0,Mid,0,Very Low,Very High,2.375,Very High,New,Early Mid,1.2163953243244932
EMP0254,43.0,17.0,4.0,11.0,22.0,4.0,84.0,Mid,0,Very Low,Low,0.2222222222222222,Low,Senior,Late Mid,0.20067069546215116
EMP0255,38.0,11.0,3.0,22.0,42.0,9.0,51.0,Mid,0,Low,Low,0.75,High,Mid,Early Mid,0.5596157879354227
EMP0256,52.0,14.0,1.0,35.0,193.0,12.0,14.0,Mid,0,Very High,Medium,0.8,High,Mid,Senior,0.5877866649021191
EMP0257,38.0,3.0,2.0,35.0,127.0,10.0,73.0,Junior,0,High,Medium,2.5,Very High,New,Early Mid,1.252762968495368
EMP0258,52.0,3.0,5.0,82.0,77.0,7.0,82.0,Senior,0,Low,Very High,1.75,Very High,New,Senior,1.0116009116784799
EMP0259,34.0,15.0,4.0,71.0,65.0,7.0,37.0,Senior,0,Low,High,0.4375,Moderate,Mid,Early Mid,0.3629054936893685
EMP0260,48.0,6.0,4.0,50.0,103.0,12.0,80.0,Lead,0,Moderate,Medium,1.7142857142857142,Very High,New,Late Mid,0.9985288301111271
EMP0261,41.0,16.0,2.0,85.0,39.0,18.0,48.0,Junior,0,Very Low,Very High,1.0588235294117647,High,Senior,Early Mid,0.7221347174331976
EMP0262,38.0,24.0,5.0,98.0,28.0,15.0,11.0,Senior,0,Very Low,Very High,0.6,Moderate,Veteran,Early Mid,0.4700036292457356
EMP0264,56.0,16.0,1.0,76.0,103.0,10.0,38.0,Junior,0,Moderate,Very High,0.5882352941176471,Moderate,Senior,Senior,0.462623521948113
EMP0265,29.0,15.0,1.0,63.0,27.0,5.0,66.0,Mid,0,Very Low,High,0.3125,Low,Mid,Young,0.27193371548364176
EMP0266,59.0,15.0,3.0,55.0,155.0,4.0,35.0,Mid,0,High,High,0.25,Low,Mid,Senior,0.22314355131420976
EMP0267,36.0,0.0,3.0,30.0,130.0,10.0,38.0,Mid,1,High,Medium,10.0,Very High,New,Early Mid,2.3978952727983707
EMP0268,22.0,27.0,1.0,70.0,27.0,4.0,28.0,Senior,0,Very Low,High,0.14285714285714285,Low,Veteran,Young,0.13353139262452263
EMP0269,41.0,15.0,2.0,76.0,40.0,15.0,74.0,Lead,1,Very Low,Very High,0.9375,High,Mid,Early Mid,0.661398482245365
EMP0271,59.0,15.0,2.0,57.0,153.0,16.0,29.0,Lead,0,High,High,1.0,High,Mid,Senior,0.6931471805599453
EMP0272,36.0,27.0,3.0,77.0,25.0,6.0,95.0,Mid,0,Very Low,Very High,0.21428571428571427,Low,Veteran,Early Mid,0.19415601444095745
EMP0273,39.0,12.0,3.0,88.0,20.0,12.0,25.0,Mid,1,Very Low,Very High,0.9230769230769231,High,Mid,Early Mid,0.653926467406664
EMP0274,59.0,27.0,4.0,79.0,184.0,17.0,31.0,Junior,1,Very High,Very High,0.6071428571428571,Moderate,Veteran,Senior,0.4744579795951158
EMP0275,52.0,7.0,5.0,75.0,103.0,9.0,27.0,Junior,1,Moderate,Very High,1.125,High,New,Senior,0.7537718023763802
EMP0276,41.0,1.0,3.0,46.0,52.0,10.0,78.0,Junior,1,Low,Medium,5.0,Very High,New,Early Mid,1.791759469228055
EMP0277,41.0,9.0,2.0,50.0,44.0,3.0,40.0,Mid,0,Low,Medium,0.3,Low,Mid,Early Mid,0.26236426446749106
EMP0278,41.0,21.0,4.0,97.0,88.0,6.0,54.0,Mid,1,Moderate,Very High,0.2727272727272727,Low,Senior,Early Mid,0.24116205681688807
EMP0279,48.0,6.0,5.0,14.0,143.0,19.0,89.0,Lead,0,High,Low,2.7142857142857144,Very High,New,Late Mid,1.3121863889661687
EMP0280,29.0,16.0,3.0,35.0,105.0,12.0,52.0,Mid,0,Moderate,Medium,0.7058823529411765,High,Senior,Young,0.534082485930258
EMP0281,35.0,15.0,5.0,67.0,71.0,7.0,51.0,Senior,1,Low,High,0.4375,Moderate,Mid,Early Mid,0.3629054936893685
EMP0282,36.0,11.0,1.0,12.0,185.0,14.0,13.0,Mid,0,Very High,Low,1.1666666666666667,Very High,Mid,Early Mid,0.7731898882334818
EMP0283,28.0,19.0,1.0,62.0,89.0,6.0,32.0,Mid,0,Moderate,High,0.3,Low,Senior,Young,0.26236426446749106
EMP0284,54.0,29.0,1.0,87.0,4.0,18.0,31.0,Mid,0,Very Low,Very High,0.6,Moderate,Veteran,Senior,0.4700036292457356
EMP0285,55.0,29.0,3.0,55.0,181.0,16.0,97.0,Senior,0,Very High,High,0.5333333333333333,Moderate,Veteran,Senior,0.4274440148269396
EMP0286,25.0,27.0,5.0,0.0,166.0,18.0,37.0,Junior,1,Very High,Low,0.6428571428571429,High,Veteran,Young,0.4964368863138911
EMP0287,22.0,6.0,3.0,21.0,52.0,15.0,51.0,Mid,0,Low,Low,2.142857142857143,Very High,New,Young,1.1451323043030026
EMP0288,35.0,25.0,3.0,0.0,130.0,11.0,75.0,Mid,0,High,Low,0.4230769230769231,Moderate,Veteran,Early Mid,0.3528213746227424
EMP0289,52.0,25.0,2.0,33.0,176.0,7.0,7.0,Mid,0,Very High,Medium,0.2692307692307692,Low,Veteran,Senior,0.23841102344499818
EMP0290,59.0,11.0,2.0,77.0,86.0,2.0,9.0,Senior,0,Low,Very High,0.16666666666666666,Low,Mid,Senior,0.1541506798272583
EMP0292,24.0,21.0,5.0,96.0,40.0,17.0,90.0,Junior,0,Very Low,Very High,0.7727272727272727,High,Senior,Young,0.5725191927713306
EMP0293,41.0,22.0,2.0,93.0,157.0,0.0,21.0,Senior,0,High,Very High,0.0,Low,Senior,Early Mid,0.0
EMP0294,54.0,24.0,5.0,21.0,73.0,10.0,55.0,Junior,0,Low,Low,0.4,Moderate,Veteran,Senior,0.33647223662121295
EMP0295,36.0,7.0,2.0,44.0,196.0,4.0,16.0,Junior,0,Very High,Medium,0.5,Moderate,New,Early Mid,0.4054651081081644
EMP0296,24.0,1.0,5.0,8.0,8.0,5.0,97.0,Mid,1,Very Low,Low,2.5,Very High,New,Young,1.252762968495368
EMP0297,49.0,28.0,3.0,53.0,164.0,19.0,62.0,Mid,1,Very High,High,0.6551724137931034,High,Veteran,Late Mid,0.5039051809214169
EMP0298,48.0,19.0,3.0,0.0,105.0,14.0,21.0,Senior,0,Moderate,Low,0.7,High,Senior,Late Mid,0.5306282510621704
EMP0299,54.0,14.0,4.0,28.0,60.0,6.0,38.0,Lead,0,Low,Medium,0.4,Moderate,Mid,Senior,0.33647223662121295
EMP0300,40.0,1.0,2.0,62.0,163.0,4.0,85.0,Lead,0,Very High,High,2.0,Very High,New,Early Mid,1.0986122886681096
EMP0301,54.0,11.0,1.0,8.0,24.0,16.0,78.0,Lead,1,Very Low,Low,1.3333333333333333,Very High,Mid,Senior,0.8472978603872036
EMP0302,41.0,25.0,4.0,86.0,172.0,13.0,58.0,Lead,0,Very High,Very High,0.5,Moderate,Veteran,Early Mid,0.4054651081081644
EMP0303,25.0,17.0,1.0,84.0,26.0,1.0,42.0,Junior,1,Very Low,Very High,0.05555555555555555,Low,Senior,Young,0.054067221270275766
EMP0305,49.0,15.0,3.0,5.0,103.0,10.0,89.0,Senior,1,Moderate,Low,0.625,Moderate,Mid,Late Mid,0.48550781578170077
EMP0306,37.0,6.0,1.0,79.0,107.0,6.0,83.0,Junior,0,Moderate,Very High,0.8571428571428571,High,New,Early Mid,0.6190392084062234
EMP0307,49.0,9.0,3.0,39.0,27.0,11.0,19.0,Mid,0,Very Low,Medium,1.1,High,Mid,Late Mid,0.7419373447293773
EMP0308,41.0,26.0,4.0,61.0,165.0,18.0,51.0,Lead,1,Very High,High,0.6666666666666666,High,Veteran,Early Mid,0.5108256237659907
EMP0309,43.0,1.0,4.0,14.0,108.0,18.0,18.0,Lead,1,Moderate,Low,9.0,Very High,New,Late Mid,2.302585092994046
EMP0310,52.0,15.0,3.0,74.0,133.0,5.0,51.0,Lead,0,High,Very High,0.3125,Low,Mid,Senior,0.27193371548364176
EMP0311,42.0,13.0,5.0,12.0,172.0,16.0,91.0,Lead,0,Very High,Low,1.1428571428571428,High,Mid,Late Mid,0.7621400520468967
EMP0312,41.0,26.0,2.0,39.0,114.0,7.0,97.0,Senior,0,Moderate,Medium,0.25925925925925924,Low,Veteran,Early Mid,0.2305236586118323
EMP0313,28.0,15.0,5.0,30.0,174.0,13.0,2.0,Mid,0,Very High,Medium,0.8125,High,Mid,Young,0.5947071077466928
EMP0314,54.0,22.0,4.0,69.0,47.0,0.0,83.0,Junior,0,Low,High,0.0,Low,Senior,Senior,0.0
EMP0315,29.0,12.0,2.0,58.0,153.0,6.0,77.0,Mid,0,High,High,0.46153846153846156,Moderate,Mid,Young,0.37948962170490375
EMP0316,35.0,3.0,5.0,33.0,173.0,19.0,47.0,Lead,1,Very High,Medium,4.75,Very High,New,Early Mid,1.749199854809259
EMP0317,46.0,27.0,1.0,29.0,135.0,16.0,81.0,Mid,0,High,Medium,0.5714285714285714,Moderate,Veteran,Late Mid,0.4519851237430572
EMP0319,49.0,18.0,3.0,48.0,96.0,7.0,95.0,Junior,0,Moderate,Medium,0.3684210526315789,Moderate,Senior,Late Mid,0.3136575588550416
EMP0320,23.0,15.0,1.0,62.0,133.0,13.0,78.0,Senior,0,High,High,0.8125,High,Mid,Young,0.5947071077466928
EMP0321,38.0,20.0,3.0,75.0,103.0,2.0,79.0,Mid,0,Moderate,Very High,0.09523809523809523,Low,Senior,Early Mid,0.09097177820572669
EMP0322,48.0,6.0,1.0,74.0,180.0,19.0,88.0,Mid,0,Very High,Very High,2.7142857142857144,Very High,New,Late Mid,1.3121863889661687
EMP0323,23.0,28.0,4.0,58.0,13.0,1.0,63.0,Junior,0,Very Low,High,0.034482758620689655,Low,Veteran,Young,0.033901551675681346
EMP0324,29.0,13.0,2.0,5.0,140.0,19.0,94.0,Lead,0,High,Low,1.3571428571428572,Very High,Mid,Young,0.8574502318512216
EMP0325,59.0,12.0,1.0,58.0,56.0,16.0,52.0,Lead,0,Low,High,1.2307692307692308,Very High,Mid,Senior,0.8023464725249373
EMP0326,41.0,15.0,4.0,9.0,68.0,17.0,2.0,Mid,0,Low,Low,1.0625,High,Mid,Early Mid,0.723918839226699
EMP0327,41.0,17.0,4.0,65.0,41.0,1.0,60.0,Mid,0,Very Low,High,0.05555555555555555,Low,Senior,Early Mid,0.054067221270275766
EMP0328,42.0,19.0,2.0,38.0,197.0,18.0,42.0,Senior,0,Very High,Medium,0.9,High,Senior,Late Mid,0.6418538861723948
EMP0329,47.0,12.0,2.0,32.0,27.0,5.0,6.0,Junior,1,Very Low,Medium,0.38461538461538464,Moderate,Mid,Late Mid,0.325422400434628
EMP0330,52.0,15.0,1.0,53.0,150.0,4.0,46.0,Lead,1,High,High,0.25,Low,Mid,Senior,0.22314355131420976
EMP0331,41.0,3.0,3.0,71.0,22.0,6.0,9.0,Junior,1,Very Low,High,1.5,Very High,New,Early Mid,0.9162907318741551
EMP0332,27.0,5.0,4.0,44.0,178.0,7.0,28.0,Junior,0,Very High,Medium,1.1666666666666667,Very High,New,Young,0.7731898882334818
EMP0334,22.0,27.0,3.0,78.0,166.0,1.0,30.0,Lead,0,Very High,Very High,0.03571428571428571,Low,Veteran,Young,0.0350913198112701
EMP0335,47.0,17.0,2.0,30.0,187.0,19.0,26.0,Mid,0,Very High,Medium,1.0555555555555556,High,Senior,Late Mid,0.7205461547480597
EMP0336,50.0,23.0,3.0,53.0,141.0,13.0,57.0,Mid,1,High,High,0.5416666666666666,Moderate,Veteran,Senior,0.4328640822962788
EMP0337,23.0,16.0,3.0,75.0,47.0,13.0,94.0,Senior,1,Low,Very High,0.7647058823529411,High,Senior,Young,0.5679840376059393
EMP0339,50.0,12.0,3.0,4.0,63.0,13.0,17.0,Junior,0,Low,Low,1.0,High,Mid,Senior,0.6931471805599453
EMP0340,41.0,21.0,2.0,47.0,103.0,9.0,14.0,Lead,1,Moderate,Medium,0.4090909090909091,Moderate,Senior,Early Mid,0.3429447511268304
EMP0341,42.0,1.0,1.0,90.0,43.0,10.0,63.0,Senior,1,Low,Very High,5.0,Very High,New,Late Mid,1.791759469228055
EMP0342,53.0,7.0,4.0,66.0,44.0,2.0,31.0,Lead,0,Low,High,0.25,Low,New,Senior,0.22314355131420976
EMP0344,47.0,1.0,1.0,57.0,143.0,11.0,50.0,Lead,0,High,High,5.5,Very High,New,Late Mid,1.8718021769015913
EMP0346,24.0,4.0,5.0,4.0,114.0,13.0,47.0,Lead,0,Moderate,Low,2.6,Very High,New,Young,1.2809338454620645
EMP0347,53.0,15.0,2.0,59.0,97.0,12.0,51.0,Mid,1,Moderate,High,0.75,High,Mid,Senior,0.5596157879354227
EMP0348,54.0,15.0,4.0,70.0,133.0,11.0,76.0,Mid,0,High,High,0.6875,High,Mid,Senior,0.5232481437645479
EMP0349,54.0,13.0,3.0,51.0,68.0,4.0,92.0,Mid,0,Low,Medium,0.2857142857142857,Low,Mid,Senior,0.25131442828090605
EMP0350,34.0,26.0,3.0,48.0,24.0,4.0,56.0,Mid,1,Very Low,Medium,0.14814814814814814,Low,Veteran,Early Mid,0.13815033848081718
EMP0351,27.0,9.0,5.0,30.0,188.0,14.0,97.0,Junior,0,Very High,Medium,1.4,Very High,Mid,Young,0.8754687373538999
EMP0352,25.0,27.0,3.0,38.0,43.0,4.0,64.0,Senior,0,Low,Medium,0.14285714285714285,Low,Veteran,Young,0.13353139262452263
EMP0353,59.0,9.0,2.0,81.0,100.0,5.0,78.0,Lead,0,Moderate,Very High,0.5,Moderate,Mid,Senior,0.4054651081081644
EMP0354,27.0,13.0,3.0,63.0,183.0,13.0,45.0,Mid,0,Very High,High,0.9285714285714286,High,Mid,Young,0.6567795363890705
EMP0355,24.0,22.0,3.0,24.0,135.0,15.0,57.0,Mid,0,High,Low,0.6521739130434783,High,Senior,Young,0.5020919437972361
EMP0356,48.0,13.0,2.0,56.0,165.0,6.0,69.0,Mid,1,Very High,High,0.42857142857142855,Moderate,Mid,Late Mid,0.35667494393873234
EMP0357,41.0,23.0,1.0,83.0,56.0,8.0,97.0,Lead,1,Low,Very High,0.3333333333333333,Low,Veteran,Early Mid,0.2876820724517809
EMP0358,39.0,2.0,3.0,98.0,191.0,7.0,5.0,Lead,0,Very High,Very High,2.3333333333333335,Very High,New,Early Mid,1.2039728043259361
EMP0359,41.0,19.0,2.0,10.0,167.0,3.0,77.0,Mid,1,Very High,Low,0.15,Low,Senior,Early Mid,0.13976194237515868
EMP0360,51.0,14.0,3.0,46.0,34.0,18.0,1.0,Lead,0,Very Low,Medium,1.2,Very High,Mid,Senior,0.7884573603642702
EMP0361,31.0,27.0,3.0,51.0,75.0,7.0,69.0,Lead,1,Low,Medium,0.25,Low,Veteran,Young,0.22314355131420976
EMP0362,44.0,19.0,4.0,18.0,164.0,11.0,24.0,Mid,0,Very High,Low,0.55,Moderate,Senior,Late Mid,0.4382549309311553
EMP0363,24.0,17.0,3.0,50.0,151.0,19.0,13.0,Senior,1,High,Medium,1.0555555555555556,High,Senior,Young,0.7205461547480597
EMP0364,30.0,25.0,3.0,45.0,20.0,11.0,43.0,Lead,0,Very Low,Medium,0.4230769230769231,Moderate,Veteran,Young,0.3528213746227424
EMP0365,40.0,27.0,4.0,82.0,107.0,3.0,42.0,Mid,1,Moderate,Very High,0.10714285714285714,Low,Veteran,Early Mid,0.10178269430994231
EMP0366,57.0,5.0,3.0,0.0,70.0,10.0,48.0,Lead,1,Low,Low,1.6666666666666667,Very High,New,Senior,0.9808292530117262
EMP0367,48.0,26.0,2.0,20.0,103.0,8.0,84.0,Mid,0,Moderate,Low,0.2962962962962963,Low,Veteran,Late Mid,0.2595111954850846
EMP0368,49.0,0.0,3.0,49.0,199.0,4.0,17.0,Junior,1,Very High,Medium,4.0,Very High,New,Late Mid,1.6094379124341003
EMP0369,29.0,11.0,3.0,86.0,117.0,18.0,38.0,Mid,0,Moderate,Very High,1.5,Very High,Mid,Young,0.9162907318741551
EMP0370,29.0,15.0,2.0,99.0,1.0,4.0,33.0,Junior,0,Very Low,Very High,0.25,Low,Mid,Young,0.22314355131420976
EMP0371,39.0,26.0,1.0,81.0,83.0,3.0,76.0,Junior,1,Low,Very High,0.1111111111111111,Low,Veteran,Early Mid,0.1053605156578263
EMP0372,10.0,6.0,3.0,71.0,85.0,18.0,77.0,Mid,0,Low,High,2.5714285714285716,Very High,New,Young,1.2729656758128876
EMP0373,34.0,26.0,3.0,64.0,94.0,0.0,57.0,Senior,0,Moderate,High,0.0,Low,Veteran,Early Mid,0.0
EMP0374,48.0,3.0,5.0,10.0,87.0,8.0,85.0,Junior,0,Moderate,Low,2.0,Very High,New,Late Mid,1.0986122886681096
EMP0375,37.0,29.0,2.0,81.0,194.0,0.0,68.0,Lead,0,Very High,Very High,0.0,Low,Veteran,Early Mid,0.0
EMP0376,30.0,23.0,1.0,51.0,10.0,1.0,90.0,Junior,0,Very Low,Medium,0.041666666666666664,Low,Veteran,Young,0.040821994520255124
EMP0377,48.0,19.0,3.0,97.0,106.0,14.0,23.0,Junior,0,Moderate,Very High,0.7,High,Senior,Late Mid,0.5306282510621704
EMP0378,38.0,22.0,3.0,38.0,111.0,15.0,53.0,Lead,0,Moderate,Medium,0.6521739130434783,High,Senior,Early Mid,0.5020919437972361
EMP0380,25.0,2.0,1.0,96.0,164.0,14.0,76.0,Junior,0,Very High,Very High,4.666666666666667,Very High,New,Young,1.7346010553881064
EMP0381,22.0,15.0,1.0,10.0,178.0,13.0,54.0,Mid,0,Very High,Low,0.8125,High,Mid,Young,0.5947071077466928
EMP0382,35.0,14.0,5.0,76.0,16.0,3.0,36.0,Senior,0,Very Low,Very High,0.2,Low,Mid,Early Mid,0.18232155679395462
EMP0383,29.0,0.0,2.0,64.0,172.0,16.0,56.0,Lead,0,Very High,High,16.0,Very High,New,Young,2.833213344056216
EMP0384,28.0,4.0,3.0,81.0,106.0,14.0,51.0,Lead,0,Moderate,Very High,2.8,Very High,New,Young,1.33500106673234
EMP0386,46.0,2.0,2.0,92.0,48.0,7.0,51.0,Lead,0,Low,Very High,2.3333333333333335,Very High,New,Late Mid,1.2039728043259361
EMP0387,37.0,15.0,5.0,58.0,156.0,17.0,37.0,Junior,0,High,High,1.0625,High,Mid,Early Mid,0.723918839226699
EMP0388,32.0,28.0,1.0,5.0,91.0,2.0,44.0,Mid,0,Moderate,Low,0.06896551724137931,Low,Veteran,Young,0.06669137449867221
EMP0389,41.0,15.0,3.0,88.0,11.0,15.0,79.0,Junior,0,Very Low,Very High,0.9375,High,Mid,Early Mid,0.661398482245365
